time,sensor,PM2.5,PM10
2020-06-07 02:09:25,sds011_38CF,23.7,33.2
2020-06-07 02:10:37,sds011_38CF,23.6,29.4
2020-06-07 02:11:48,sds011_38CF,22.8,30.7
2020-06-07 02:12:59,sds011_38CF,22.7,35.3
2020-06-07 02:14:03,sds011_38CF,22.7,27.7
2020-06-07 02:15:14,sds011_38CF,21.6,28.4
2020-06-07 02:16:25,sds011_38CF,22.0,29.3
2020-06-07 02:17:37,sds011_38CF,21.7,27.1
2020-06-07 02:18:48,sds011_38CF,21.7,28.4
2020-06-07 02:19:59,sds011_38CF,20.9,25.9
2020-06-07 02:21:11,sds011_38CF,21.4,25.7
2020-06-07 02:22:24,sds011_38CF,20.0,25.0
2020-06-07 02:23:35,sds011_38CF,20.3,26.2
2020-06-07 02:24:47,sds011_38CF,20.1,26.7
2020-06-07 02:25:58,sds011_38CF,21.5,28.3
2020-06-07 02:27:09,sds011_38CF,18.3,25.8
2020-06-07 02:28:21,sds011_38CF,18.9,24.1
2020-06-07 02:29:24,sds011_38CF,20.3,29.9
2020-06-07 02:30:35,sds011_38CF,20.0,28.7
2020-06-07 02:31:47,sds011_38CF,19.0,25.8
2020-06-07 02:33:00,sds011_38CF,18.6,26.8
2020-06-07 02:34:13,sds011_38CF,19.3,26.6
2020-06-07 02:35:25,sds011_38CF,18.5,26.1
2020-06-07 02:36:36,sds011_38CF,18.0,25.1
2020-06-07 02:37:47,sds011_38CF,18.7,24.1
2020-06-07 02:38:50,sds011_38CF,19.0,26.0
2020-06-07 02:40:02,sds011_38CF,18.7,25.1
2020-06-07 02:41:13,sds011_38CF,17.8,24.8
2020-06-07 02:42:26,sds011_38CF,18.1,25.7
2020-06-07 02:43:38,sds011_38CF,18.1,26.4
2020-06-07 02:45:14,sds011_38CF,17.7,23.9
2020-06-07 02:46:25,sds011_38CF,18.3,23.1
2020-06-07 02:48:07,sds011_38CF,17.5,23.0
2020-06-07 02:49:19,sds011_38CF,17.9,25.3
2020-06-07 02:50:32,sds011_38CF,17.6,25.1
2020-06-07 02:51:43,sds011_38CF,16.8,23.3
2020-06-07 02:52:54,sds011_38CF,16.4,21.8
2020-06-07 02:54:06,sds011_38CF,16.6,24.2
2020-06-07 02:55:17,sds011_38CF,16.5,25.8
2020-06-07 02:56:28,sds011_38CF,16.7,22.8
2020-06-07 02:57:40,sds011_38CF,16.3,20.2
2020-06-07 02:58:51,sds011_38CF,15.6,18.2
2020-06-07 03:00:02,sds011_38CF,15.8,24.1
